1879 Amedee-Bollee Marie-Anne | Speed | 18 kmph
1947 Ferrari 125 S | Wheelbase | 2420 mm
1947 Ferrari 159 S | Volume | 1903 cc
1947 Ferrari 159 S | Cylinders | V12
1947 Ferrari 159 S | Power | 125 hp @ 7000 rpm
1947 Ferrari 159 S | Fuel | petrol
1947 Ferrari 159 S | Valves per cylinder | 2
1947 Ferrari 159 S | Weight | 825 kg
1947 Ferrari 159 S | Wheelbase | 2420 mm
1947 Opel Olympia | Price | 6785 DM
1947 Opel Olympia | Count | 25952
1947 Opel Olympia | Volume | 1488 cc
1947 Opel Olympia | Power | 37 hp @ 3500 rpm
1947 Opel Olympia | Speed | 112 kmph
1947 Opel Olympia | Weight | 910 kg
1947 Opel Olympia | Gears | 4 manual
1947 Volkswagen Beetle | Cylinders | 4
1947 Volkswagen Beetle | Power | 25 hp
1947 Volkswagen Beetle | Speed | 100 kmph
1948 Aston Martin DB1 | Count | 15
1948 Aston Martin DB1 | Volume | 2 L
1948 Aston Martin DB1 | Cylinders | 6
1948 Ferrari 166 MM | Volume | 1995 cc
1948 Ferrari 166 MM | Cylinders | V12
1948 Ferrari 166 MM | Power | 140 hp @ 6600 rpm
1948 Ferrari 166 MM | Valves per cylinder | 2
1948 Ferrari 166 MM | Weight | 800 kg
1948 Ferrari 166 MM | Front track | 1270 mm
1948 Ferrari 166 MM | Rear track | 1250 mm
1948 Ferrari 166 MM | Wheelbase | 2200 mm
1948 Ferrari 166 MM | Engine placement | front
1948 Ferrari 166 MM | Brakes | drum
1948 Ferrari 166 MM | Gears | 5 manual
1948 Ferrari 166 MM | Drive | rear
1948 Jaguar XK120 | Count | 12000
1948 Jaguar XK120 | Volume | 3.4 L
1948 Jaguar XK120 | Volume | 3442 cc
1948 Jaguar XK120 | Cylinders | R6
1948 Jaguar XK120 | Power | 160 hp
1948 Jaguar XK120 | Power | 162 hp
1948 Jaguar XK120 | Speed | 126 kmph
1948 Porsche 356 | Count | 1948 4
1948 Porsche 356 | Count | 1949 25
1948 Porsche 356 | Count | 1950 18
1948 Porsche 356 | Volume | 1083 cc
1948 Porsche 356 | Cylinders | B4
1948 Porsche 356 | Power | 40 hp
1948 Porsche 356 | Body | coupe
1948 Porsche 356 | Engine placement | rear
1948 Porsche №1 | Volume | 1100 cc
1948 Porsche №1 | Cylinders | 4
1948 Porsche №1 | Power | 35 hp @ 4200 rpm
1948 Porsche №1 | Speed | 135 kmph
1948 Porsche №1 | Engine placement | center
1948 Porsche №1 | Brakes | drum
1948 Porsche №1 | Gears | 4 manual
1948 Porsche №1 | Drive | rear
1948 Volkswagen | Price | 990 DM
1948-10 Opel Capitan | Price | 9950 DM
1948-10 Opel Capitan | Count | 30466
1948-10 Opel Capitan | Volume | 2473 cc
1948-10 Opel Capitan | Cylinders | 6
1948-10 Opel Capitan | Power | 55 hp @ 3500 rpm
1948-10 Opel Capitan | Fuel feed | carb
1948-10 Opel Capitan | Speed | 126 kmph
1948-10 Opel Capitan | Weight | 1230 kg
1948-10 Opel Capitan | Body | sedan
1948-10 Opel Capitan | Length | 4620 mm
1948-10 Opel Capitan | Width | 1660 mm
1948-10 Opel Capitan | Height | 1640 mm
1948-10 Opel Capitan | Doors | 4
1948-10 Opel Capitan | Rear brakes | drum
1948-10 Opel Capitan | Gears | 3 manual
1949 Buckler Mark V | Volume | 1172 cc
1949 Buckler Mark V | Cylinders | 4
1949 Cadillac DeVille | Volume | 5.4 L
1949 Cadillac DeVille | Cylinders | V8
1949 Cadillac DeVille | Power | 162 hp @ 3800 rpm
1949 Cadillac DeVille | Speed | 155 kmph
1949 Cadillac DeVille | Body | coupe
1949 Jaguar XK 120 | Count | 12078
1949 Jaguar XK 120 | Volume | 3442 cc
1949 Jaguar XK 120 | Cylinders | 6
1949 Jaguar XK 120 | Power | 162 hp
1949 Porsche 356 Cabriolet | Volume | 1100 cc
1949 Porsche 356 Cabriolet | Cylinders | B4
1949 Porsche 356 Cabriolet | Power | 40 hp @ 4200 rpm
1949 Porsche 356 Cabriolet | Compression ratio | 7.0
1949 Porsche 356 Cabriolet | Speed | 87 kmph
1949 Porsche 356 Cabriolet | 0-100 kmph | 23.5 s
1949 Porsche 356 Cabriolet | Weight | 750 kg
1949 Porsche 356 Cabriolet | Length | 3950 mm
1949 Porsche 356 Cabriolet | Width | 1660 mm
1949 Porsche 356 Cabriolet | Height | 1300 mm
1949 Porsche 356 Cabriolet | Wheelbase | 2100 mm
1949 Porsche 356 Cabriolet | Engine placement | rear
1949 Porsche 356 Cabriolet | Brakes | drum
1949 Porsche 356 Cabriolet | Gears | 4 manual
1949 Porsche 356 Cabriolet | Drive | rear
1950 Alfa Romeo 1900 Berlina | Volume | 1.9 L
1950 Alfa Romeo 1900 Berlina | Power | 90 hp
1950 Alfa Romeo 1900 Berlina | Speed | 150 kmph
1950 Aston Martin DB2 | Volume | 2.6 L
1950 Aston Martin DB2 | Power | 105 hp
1950 DKW Meisterklasse F 89 P | Seats | 4
1950 Ferrari 195 S | Volume | 2341 cc
1950 Ferrari 195 S | Cylinders | V12
1950 Ferrari 195 S | Power | 170 hp @ 7000 rpm
1950 Ferrari 195 S | Fuel | petrol
1950 Ferrari 195 S | Valves per cylinder | 2
1950 Ferrari 195 S | Weight | 720 kg
1950 Ferrari 195 S | Weight | 780 kg
1950 Ferrari 195 S | Wheelbase | 2250 mm
1950 Porsche 356 Ferdinand | Count | 1
1950 Porsche 356 Ferdinand | Cylinders | B4
1950 Porsche 356 Gmund Coupe | Count | 50
1950 Porsche 356 Gmund Coupe | Volume | 1086 cc
1950 Porsche 356 Gmund Coupe | Cylinders | B4
1950 Porsche 356 Gmund Coupe | Power | 46 hp @ 4200 rpm
1950 Porsche 356 Gmund Coupe | Compression ratio | 7.0
1950 Porsche 356 Gmund Coupe | Bore | 73.66 mm
1950 Porsche 356 Gmund Coupe | Stroke | 63.5 mm
1950 Porsche 356 Gmund Coupe | Front track | 1290 mm
1950 Porsche 356 Gmund Coupe | Rear track | 1250 mm
1950 Porsche 356 Gmund Coupe | Wheelbase | 2100 mm
1950 Porsche 356 Gmund Coupe | Engine placement | rear
1950 Porsche 356 Gmund Coupe | Front wheels | 5.00x16
1950 Porsche 356 Gmund Coupe | Rear wheels | 5.00x16
1950 Porsche 356 Gmund Coupe | Drive | rear
1950 Porsche Ferdinand coupe | Volume | 1100 cc
1950 Porsche Ferdinand coupe | Cylinders | B4
1950 Porsche Ferdinand coupe | Power | 40 hp @ 4200 rpm
1950 Porsche Ferdinand coupe | Compression ratio | 7.0
1950 Porsche Ferdinand coupe | Speed | 87 kmph
1950 Porsche Ferdinand coupe | 0-100 kmph | 23.5 s
1950 Porsche Ferdinand coupe | Weight | 790 kg
1950 Porsche Ferdinand coupe | Length | 3950 mm
1950 Porsche Ferdinand coupe | Width | 1660 mm
1950 Porsche Ferdinand coupe | Height | 1300 mm
1950 Porsche Ferdinand coupe | Wheelbase | 2100 mm
1950 Porsche Ferdinand coupe | Engine placement | rear
1950 Porsche Ferdinand coupe | Brakes | drum
1950 Porsche Ferdinand coupe | Gears | 4 manual
1950 Porsche Ferdinand coupe | Drive | rear
1950 ГАЗ 12 ЗИМ | Count | 21527
1950 ГАЗ 12 ЗИМ | Cylinders | 6
1950 ГАЗ 12 ЗИМ | Power | 90 hp
1950 ГАЗ 12 ЗИМ | Speed | 125 kmph
1950 ГАЗ 12 ЗИМ | Weight | 1806 kg
1950 ГАЗ 12 ЗИМ | Seats | 6
1950 ГАЗ 12 ЗИМ | Wheelbase | 3200 mm
1950-01 Opel Olympia Cabriolet | Count | 46636
1951 Checker A4 | Volume | 3.7 L
1951 Checker A4 | Power | 81 hp
1951 Checker A4 | Speed | 120 kmph
1951 Daimler Straight Eight | Volume | 5460 cc
1951 Daimler Straight Eight | Cylinders | R8
1951 Daimler Straight Eight | Power | 150 hp @ 3600 rpm
1951 Daimler Straight Eight | Speed | 130 kmph
1951 Daimler Straight Eight | Weight | 2682 kg
1951 Daimler Straight Eight | Length | 5639 mm
1951 Daimler Straight Eight | Width | 1867 mm
1951 Daimler Straight Eight | Height | 1829 mm
1951 Daimler Straight Eight | Seats | 6
1951 Daimler Straight Eight | Fuel tank | 91 L
1951 Daimler Straight Eight | Wheelbase | 3734 mm
1951 Daimler Straight Eight | Gears | 4
1951 Ferrari 212 Export | Volume | 2562 cc
1951 Ferrari 212 Export | Cylinders | V12
1951 Ferrari 212 Export | Power | 160 hp @ 7200 rpm
1951 Ferrari 212 Export | Valves per cylinder | 2
1951 Ferrari 212 Export | Weight | 1000 kg
1951 Ferrari 212 Export | Front track | 1270 mm
1951 Ferrari 212 Export | Rear track | 1250 mm
1951 Ferrari 212 Export | Wheelbase | 2250 mm
1951 Ferrari 212 Export | Engine placement | front
1951 Ferrari 212 Export | Brakes | drum
1951 Ferrari 212 Export | Gears | 5 manual
1951 Ferrari 212 Export | Drive | rear
1951 Jaguar C-Type | Count | 53
1951 Jaguar XK120C / C-Type | Power | 210 hp
1951 Jaguar XK120C / C-Type | Fuel feed | 3 carb Weber
1951 Opel Olympia | Price | 6400 DM
1951 Opel Olympia | Price | 7350 DM
1951 Opel Olympia | Volume | 1488 cc
1951 Opel Olympia | Power | 39 hp @ 3700 rpm
1951 Opel Olympia | Gears | 3
1951 Porsche 1300 | Volume | 1286 cc
1951 Porsche 1300 | Power | 44 hp
1951 Porsche 1500 | Volume | 1488 cc
1951 Porsche 1500 | Power | 60 hp
1951-02 Opel Kapitan | Price | 9600 DM
1951-02 Opel Kapitan | Count | 48587
1951-02 Opel Kapitan | Power | 58 hp
1951-02 Opel Kapitan | Speed | 128 kmph
1951-02 Opel Kapitan | Body | sedan
1952 Porsche 1500 S | Volume | 1488 cc
1952 Porsche 1500 S | Power | 70 hp
1952 Porsche 356 America Roadster | Count | 20
1952 Porsche 356 America Roadster | Volume | 1488 cc
1952 Porsche 356 America Roadster | Cylinders | B4
1952 Porsche 356 America Roadster | Power | 70 hp @ 5000 rpm
1952 Porsche 356 America Roadster | Compression ratio | 8.2
1952 Porsche 356 America Roadster | Speed | 180 kmph
1952 Porsche 356 America Roadster | 0-100 kmph | 9.2 s
1952 Porsche 356 America Roadster | Weight | 717 kg
1952 Porsche 356 America Roadster | Length | 3850 mm
1952 Porsche 356 America Roadster | Engine placement | rear
1952 Porsche 356 America Roadster | Drive | rear
1952 Porsche America Roadster | Volume | 1100 cc
1952 Porsche America Roadster | Cylinders | B4
1952 Porsche America Roadster | Power | 40 hp @ 4200 rpm
1952 Porsche America Roadster | Compression ratio | 7.0
1952 Porsche America Roadster | Speed | 87 kmph
1952 Porsche America Roadster | 0-100 kmph | 23.5 s
1952 Porsche America Roadster | Weight | 750 kg
1952 Porsche America Roadster | Length | 3950 mm
1952 Porsche America Roadster | Width | 1660 mm
1952 Porsche America Roadster | Height | 1300 mm
1952 Porsche America Roadster | Wheelbase | 2100 mm
1952 Porsche America Roadster | Engine placement | rear
1952 Porsche America Roadster | Brakes | drum
1952 Porsche America Roadster | Gears | 4 manual
1952 Porsche America Roadster | Drive | rear
1952-02 Ford Thunderbird | Cylinders | 8
1953 Aston Martin DB-3S | Power | 200 hp
1953 Chevrolet Corvette | Price | 3000 USD
1953 Chevrolet Corvette | Count | 1953 183
1953 Chevrolet Corvette | Cylinders | R6
1953 Chevrolet Corvette | Power | 150 hp
1953 Chevrolet Corvette | Fuel feed | 3 carb
1953 Chevrolet Corvette | Gears | 2 auto
1953 Opel Olympia Rekord | Count | 144845
1953 Opel Olympia Rekord | Volume | 1488 cc
1953 Opel Olympia Rekord | Cylinders | R4
1953 Opel Olympia Rekord | Power | 40 hp @ 3800 rpm
1953 Opel Olympia Rekord | Fuel feed | carb Solex
1953 Opel Olympia Rekord | Speed | 120 kmph
1953 Opel Olympia Rekord | Weight | 890 kg
1953 Opel Olympia Rekord | Weight | 1000 kg
1953 Opel Olympia Rekord | Body | wagon
1953 Opel Olympia Rekord | Length | 4240 mm
1953 Opel Olympia Rekord | Width | 1625 mm
1953 Opel Olympia Rekord | Height | 1550 mm
1953 Opel Olympia Rekord | Gears | 4 manual
1953 Opel Olympia Rekord cabrio | Price | 6710 DM
1953 Opel Olympia Rekord cabrio | Body | cabriolet 2
1953 Opel Olympia Rekord sedan2 | Price | 6410 DM
1953 Opel Olympia Rekord sedan2 | Body | sedan 2
1953 Porsche 1300 S | Volume | 1290 cc
1953 Porsche 1300 S | Power | 60 hp
1953-09 ГАЗ 69 | Volume | 2111 cc
1953-09 ГАЗ 69 | Cylinders | R4
1953-09 ГАЗ 69 | Power | 55 hp @ 3600 rpm
1953-09 ГАЗ 69 | Torque | 12.5 kgm
1953-09 ГАЗ 69 | Speed | 90 kmph
1953-09 ГАЗ 69 | Fuel consumption | 28.8 L/100km
1953-09 ГАЗ 69 | Weight | 1556 kg
1953-09 ГАЗ 69 | Seats | 8
1953-09 ГАЗ 69 | Front track | 1437 mm
1953-09 ГАЗ 69 | Rear track | 1440 mm
1953-09 ГАЗ 69 | Wheelbase | 2300 mm
1953-09 ГАЗ 69 | Clearance | 210 mm
1953-09 ГАЗ 69Б | Volume | 2111 cc
1953-09 ГАЗ 69Б | Cylinders | R4
1953-09 ГАЗ 69Б | Power | 55 hp @ 3600 rpm
1953-09 ГАЗ 69Б | Torque | 12.5 kgm
1953-09 ГАЗ 69Б | Speed | 90 kmph
1953-09 ГАЗ 69Б | Weight | 1556 kg
1953-09 ГАЗ 69Б | Seats | 5
1953-09 ГАЗ 69Б | Front track | 1437 mm
1953-09 ГАЗ 69Б | Rear track | 1440 mm
1953-09 ГАЗ 69Б | Wheelbase | 2300 mm
1953-09 ГАЗ 69Б | Clearance | 210 mm
1953-11 Opel Kapitan | Price | 9660 DM
1953-11 Opel Kapitan | Count | 61543
1953-11 Opel Kapitan | Power | 68 hp
1953-11 Opel Kapitan | Speed | 138 kmph
1953-11 Opel Kapitan | Weight | 1250 kg
1953-11 Opel Kapitan | Length | 4710 mm
1953-11 Opel Kapitan | Width | 1760 mm
1953-11 Opel Kapitan | Height | 1600 mm
1954 Jaguar D-Type | Count | 87
1954 Jaguar D-Type | Power | 277 hp
1954 Jaguar D-Type | Speed | 240 kmph
1954 Jaguar D-Type | 0-100 kmph | 4.7 s
1954 Jaguar XK140 | Power | 190 hp
1954 Porsche 550 | Count | 1953 15
1954-10 Opel Kapitan | Power | 71 hp
1954-10 Opel Olympia Rekord | Price | 5850 DM
1954-10 Opel Olympia Rekord | Body | sedan
1954-10 Opel Olympia Rekord | Doors | 2
1955 Messerschmitt Kabinenroller KR-175 | Count | 10666
1955 Messerschmitt Kabinenroller KR-175 | Cylinders | 1
1955 Messerschmitt Kabinenroller KR-175 | Power | 9 hp
1955 Messerschmitt Kabinenroller KR-175 | Length | 2820 mm
1955 Messerschmitt Kabinenroller KR-175 | Width | 1220 mm
1955 Packard Panther | Cylinders | V8
1955 Porsche 356 1500 GS Carrera | Volume | 1498 cc
1955 Porsche 356 1500 GS Carrera | Power | 100 hp
1955 Porsche 356 1600 | Volume | 1582 cc
1955 Porsche 356 1600 | Volume | 1582 cc
1955 Porsche 356 1600 | Power | 60 hp
1955 Porsche 356 1600 | Power | 60 hp
1955 Porsche 356 1600 S | Volume | 1582 cc
1955 Porsche 356 1600 S | Volume | 1582 cc
1955 Porsche 356 1600 S | Power | 75 hp
1955 Porsche 356 1600 S | Power | 75 hp
1955 Porsche 356 A Speedster | Volume | 1488 cc
1955 Porsche 356 A Speedster | Volume | 1582 cc
1955 Porsche 356 A Speedster | Volume | 1300 cc
1955 Porsche 356 A Speedster | Cylinders | B4
1955 Porsche 356 A Speedster | Power | 55 hp @ 4400 rpm
1955 Porsche 356 A Speedster | Power | 60 hp @ 5000 rpm
1955 Porsche 356 A Speedster | Torque | 110 nm @ 3600 rpm
1955 Porsche 356 A Speedster | Compression ratio | 7.0
1955 Porsche 356 A Speedster | Compression ratio | 7.5
1955 Porsche 356 A Speedster | Bore | 80 mm
1955 Porsche 356 A Speedster | Stroke | 74 mm
1955 Porsche 356 A Speedster | Max rpm | 5800
1955 Porsche 356 A Speedster | Speed | 160 kmph
1955 Porsche 356 A Speedster | Speed | 100 mph
1955 Porsche 356 A Speedster | 0-100 kmph | 16.5 s
1955 Porsche 356 A Speedster | Weight | 760 kg
1955 Porsche 356 A Speedster | Length | 3950 mm
1955 Porsche 356 A Speedster | Width | 1670 mm
1955 Porsche 356 A Speedster | Height | 1220 mm
1955 Porsche 356 A Speedster | Seats | 2+2
1955 Porsche 356 A Speedster | Wheelbase | 2100 mm
1955 Porsche 356 A Speedster | Engine placement | rear
1955 Porsche 356 A Speedster | Brakes | drum
1955 Porsche 356 A Speedster | Wheels | 5.60x15
1955 Porsche 356 A Speedster | Wheels | 4.5x15
1955 Porsche 356 A Speedster | Gears | 4 manual
1955 Porsche 356 A Speedster | Drive | rear
1955 Porsche 356 A Speedster | Drive | rear
1955 Porsche 356 Carrera GT | Volume | 1.5 L
1955 Porsche 356 Carrera GT | Volume | 1498 cc
1955 Porsche 356 Carrera GT | Cylinders | 4
1955 Porsche 356 Carrera GT | Power | 100 hp
1955 Porsche 356 Carrera GT | Speed | 200 kmph
1955 Porsche 356 Carrera GT | 0-100 kmph | 12.0 s
1955 Porsche 356 Carrera GT | Body | coupe
1955 Porsche 356 Carrera GT | Gears | 4 manual
1955 Porsche 356 Carrera GT | Drive | rear
1955 Porsche 550/1500 RS | Count | 100
1955 Porsche Carrera GS-GT | Volume | 1500 cc
1955 Porsche Carrera GS-GT | Cylinders | B4
1955 Porsche Carrera GS-GT | Power | 100 hp @ 4500 rpm
1955 Porsche Carrera GS-GT | Speed | 200 kmph
1955 Porsche Carrera GS-GT | 0-100 kmph | 12.0 s
1955 Porsche Carrera GS-GT | Engine placement | rear
1955 Porsche Carrera GS-GT | Brakes | drum
1955 Porsche Carrera GS-GT | Gears | 4 manual
1955 Porsche Carrera GS-GT | Drive | rear
1955 ГАЗ 19 | Count | 1
1955 ГАЗ 19 | Volume | 2.1 L
1955 ГАЗ 19 | Cylinders | 4
1955 ГАЗ 19 | Power | 55 hp
1955 ГАЗ 19 | Fuel | petrol
1955 ГАЗ 19 | Body | van 3
1955 ГАЗ 19 | Gears | 3
1955 ГАЗ 19 | Drive | rear
1955 ГАЗ 19А | Count | 1
1955 ГАЗ 19А | Volume | 2.1 L
1955 ГАЗ 19А | Cylinders | 4
1955 ГАЗ 19А | Power | 55 hp
1955 ГАЗ 19А | Fuel | petrol
1955 ГАЗ 19А | Body | van 3
1955 ГАЗ 19А | Gears | 3
1955 ГАЗ 19А | Drive | rear
1955 ГАЗ 72 | Count | 4677
1955 ГАЗ 72 | Power | 52 hp @ 3600 rpm
1955 ГАЗ 72 | Fuel feed | carb
1955 ГАЗ 72 | Speed | 90 kmph
1955 ГАЗ 72 | Fuel consumption | 14 L/100km
1955 ГАЗ 72 | Weight | 1560 kg
1955 ГАЗ 72 | Body | sedan 4
1955 ГАЗ 72 | Seats | 5
1955 ГАЗ 72 | Fuel tank | 55 L
1955 ГАЗ 72 | Front track | 1355 mm
1955 ГАЗ 72 | Rear track | 1388 mm
1955 ГАЗ 72 | Clearance | 210 mm
1955 ГАЗ 72 | Brakes | drum
1955 ГАЗ 72 | Tyres | 6.50x16
1955 ГАЗ 72 | Gears | 3 manual
1955 ГАЗ 72 | Drive | full
1955-08 Opel Olympia Rekord | Price | 6260 DM
1955-08 Opel Olympia Rekord | Count | 113416
1955-08 Opel Olympia Rekord | Count | 128827
1955-08 Opel Olympia Rekord | Volume | 1488 cc
1955-08 Opel Olympia Rekord | Power | 45 hp @ 3900 rpm
1955-08 Opel Olympia Rekord | Speed | 122 kmph
1955-09 Opel Kapitan | Price | 9510 DM
1955-09 Opel Kapitan | Count | 92555
1955-09 Opel Kapitan | Cylinders | 6
1955-09 Opel Kapitan | Power | 75 hp
1955-09 Opel Kapitan | Speed | 140 kmph
1955-09 Opel Kapitan | Weight | 1300 kg
1955-09 Opel Kapitan | Length | 4735 mm
1955-09 Opel Kapitan | Width | 1760 mm
1955-09 Opel Kapitan | Height | 1560 mm
1956 AC Ace Bristol | Volume | 6997 cc
1956 AC Ace Bristol | Volume | 7016 cc
1956 AC Ace Bristol | Cylinders | V8
1956 AC Ace Bristol | Power | 345 hp @ 4600 rpm
1956 AC Ace Bristol | Torque | 407 nm @ 4800 rpm
1956 AC Ace Bristol | Valves per cylinder | 2
1956 AC Ace Bristol | Speed | 223 kmph
1956 AC Ace Bristol | 0-100 kmph | 6.1 s
1956 AC Ace Bristol | Weight | 1400 kg
1956 AC Ace Bristol | Length | 4420 mm
1956 AC Ace Bristol | Width | 1870 mm
1956 AC Ace Bristol | Height | 1300 mm
1956 AC Ace Bristol | Front track | 1590 mm
1956 AC Ace Bristol | Rear track | 1570 mm
1956 AC Ace Bristol | Wheelbase | 2470 mm
1956 AC Ace Bristol | Engine placement | front
1956 AC Ace Bristol | Brakes | disc
1956 AC Ace Bristol | Gears | 4 manual
1956 AC Ace Bristol | Gears | 3 auto
1956 AC Ace Bristol | Drive | rear
1956 BMW 507 | Price | 10000 USD @ 1956
1956 BMW 507 | Count | 252
1956 BMW 507 | Volume | 3168 cc
1956 BMW 507 | Cylinders | V8
1956 BMW 507 | Power | 150 hp
1956 BMW 507 | Power | 150 hp @ 5000 rpm
1956 BMW 507 | Torque | 236 nm @ 4000 rpm
1956 BMW 507 | Fuel feed | 2 carb Zenith
1956 BMW 507 | Valves per cylinder | 2
1956 BMW 507 | Speed | 200 kmph
1956 BMW 507 | 0-100 kmph | 9.3 s
1956 BMW 507 | Weight | 1443 kg
1956 BMW 507 | Body | coupe
1956 BMW 507 | Body | roadster
1956 BMW 507 | Length | 4369 mm
1956 BMW 507 | Width | 1651 mm
1956 BMW 507 | Height | 1257 mm
1956 BMW 507 | Engine placement | front
1956 BMW 507 | Brakes | drum
1956 BMW 507 | Gears | 4 manual
1956 BMW 507 | Drive | rear
1956 Ferrari 290 MM | Count | 4
1956 Ferrari 290 MM | Volume | 3491 cc
1956 Ferrari 290 MM | Cylinders | V12
1956 Ferrari 290 MM | Power | 320 hp @ 7300 rpm
1956 Ferrari 290 MM | Fuel | petrol
1956 Ferrari 290 MM | Valves per cylinder | 2
1956 Ferrari 290 MM | Weight | 880 kg
1956 Ferrari 290 MM | Wheelbase | 2350 mm
1956 Ferrari 290 MM | Gears | 4 manual
1956 Ferrari 500 Testa Rossa | Volume | 1985 cc
1956 Ferrari 500 Testa Rossa | Cylinders | R4
1956 Ferrari 500 Testa Rossa | Power | 190 hp @ 7400 rpm
1956 Ferrari 500 Testa Rossa | Valves per cylinder | 2
1956 Ferrari 500 Testa Rossa | Weight | 800 kg
1956 Ferrari 500 Testa Rossa | Front track | 1308 mm
1956 Ferrari 500 Testa Rossa | Rear track | 1250 mm
1956 Ferrari 500 Testa Rossa | Wheelbase | 2250 mm
1956 Ferrari 500 Testa Rossa | Engine placement | front
1956 Ferrari 500 Testa Rossa | Brakes | drum
1956 Ferrari 500 Testa Rossa | Gears | 4 manual
1956 Ferrari 500 Testa Rossa | Drive | rear
1956 Ferrari 625 LM | Volume | 2498 cc
1956 Ferrari 625 LM | Cylinders | R4
1956 Ferrari 625 LM | Power | 225 hp @ 6200 rpm
1956 Ferrari 625 LM | Fuel | petrol
1956 Ferrari 625 LM | Valves per cylinder | 2
1956 Ferrari 625 LM | Speed | 250 kmph
1956 Ferrari 625 LM | Weight | 700 kg
1956 Ferrari 625 LM | Wheelbase | 2250 mm
1956 Porsche 356 A 1500 GS/GT | Cylinders | B4
1956 Porsche 356 A 1500 GS/GT | Power | 100 hp
1956 Porsche 356 A Cabriolet | Volume | 1300 cc
1956 Porsche 356 A Cabriolet | Cylinders | B4
1956 Porsche 356 A Cabriolet | Power | 44 hp @ 4200 rpm
1956 Porsche 356 A Cabriolet | Compression ratio | 5.5
1956 Porsche 356 A Cabriolet | Speed | 90 mph
1956 Porsche 356 A Cabriolet | 0-100 kmph | 22.0 s
1956 Porsche 356 A Cabriolet | Weight | 810 kg
1956 Porsche 356 A Cabriolet | Length | 3950 mm
1956 Porsche 356 A Cabriolet | Width | 1670 mm
1956 Porsche 356 A Cabriolet | Height | 1310 mm
1956 Porsche 356 A Cabriolet | Wheelbase | 2100 mm
1956 Porsche 356 A Cabriolet | Engine placement | rear
1956 Porsche 356 A Cabriolet | Brakes | drum
1956 Porsche 356 A Cabriolet | Gears | 4 manual
1956 Porsche 356 A Cabriolet | Drive | rear
1956 Porsche 356 A Coupe | Volume | 1300 cc
1956 Porsche 356 A Coupe | Cylinders | B4
1956 Porsche 356 A Coupe | Power | 44 hp @ 4200 rpm
1956 Porsche 356 A Coupe | Compression ratio | 5.5
1956 Porsche 356 A Coupe | Speed | 90 mph
1956 Porsche 356 A Coupe | 0-100 kmph | 22.0 s
1956 Porsche 356 A Coupe | Weight | 850 kg
1956 Porsche 356 A Coupe | Length | 3950 mm
1956 Porsche 356 A Coupe | Width | 1670 mm
1956 Porsche 356 A Coupe | Height | 1310 mm
1956 Porsche 356 A Coupe | Wheelbase | 2100 mm
1956 Porsche 356 A Coupe | Engine placement | rear
1956 Porsche 356 A Coupe | Brakes | drum
1956 Porsche 356 A Coupe | Gears | 4 manual
1956 Porsche 356 A Coupe | Drive | rear
1956 Porsche 356 A Speedster 1.6 S | Volume | 1582 cc
1956 Porsche 356 A Speedster 1.6 S | Cylinders | B4
1956 Porsche 356 A Speedster 1.6 S | Power | 75 hp @ 4500 rpm
1956 Porsche 356 A Speedster 1.6 S | Torque | 117 nm @ 3700 rpm
1956 Porsche 356 A Speedster 1.6 S | Compression ratio | 8.5
1956 Porsche 356 A Speedster 1.6 S | Max rpm | 5800
1956 Porsche 356 A Speedster 1.6 S | Speed | 175 kmph
1956 Porsche 356 A Speedster 1.6 S | 0-100 kmph | 14.5 s
1956 Porsche 356 A Speedster 1.6 S | Weight | 760 kg
1956 Porsche 356 A Speedster 1.6 S | Length | 3950 mm
1956 Porsche 356 A Speedster 1.6 S | Width | 1670 mm
1956 Porsche 356 A Speedster 1.6 S | Height | 1220 mm
